cmdType,cmdSignature,text
item plural name,116:Music Box:item,Music Boxes
item plural name,117:Calendar Page:item,Calendar Pages
item plural name,119:Left Glove:item,Left Gloves
item plural name,120:Right Glove:item,Right Gloves
item plural name,121:Starred Shorts:item,Starred Shorts
item plural name,122:Nerves Of Steel:item,Nerves Of Steel
item plural name,123:Lucky Coin:item,Lucky Coins
text,SaveMenu:Block,Block %num
text,Battle:Status:Nothing:UnitText,Doing Nothing!
text,Battle:Status:CantMove:UnitText,Cannot Use Move!
text,Misc:PuzzleReset,"Reset puzzle.
Are you sure?"
text,BAT:BossJaphet:Phase1Tempo,The tempo is picking up!
text,BAT:BossJaphet:Phase2Tempo,The tempo is reaching a fever pitch!
enemyname,JudgeTutorial,The Judge
enemyname,JudgeBoss,The Judge (Pablo)
enemyname,Hugo,Hugo
enemyname,Queen,Vader Eloha
enemyname,QueenDelta,Delta
enemyname,QueenSigma,Sigma
enemyname,QueenIpsilon,Ipsilon
enemyname,BatterBoss,The Batter
enemyname,BatterBossAlpha,Alpha
enemyname,BatterBossOmega,Omega
enemyname,BatterBossEpsilon,Epsilon
enemyname,Dedan,Dedan
enemyname,DedanAhah,ahah 2
enemyname,JasphetValerie,Japhet
enemyname,JasphetValerie2,Japhet
enemyname,JasphetValerie3,Japhet
enemyname,Jasphet,Japhet
enemyname,Enoch,Enoch
enemyname,Secretary,Secretary
enemyname,Secretary2,Secretary
enemyname,Magnolia,Magnolia
enemyname,CommonSpectre,Common Specter
enemyname,January,January
enemyname,FatSpecter,Fat Specter
enemyname,Ahah,ahah
enemyname,OneEyedSpectre,One-Eyed Specter
enemyname,Burnt,Burnt
enemyname,Tiburce,Tiburce
enemyname,Arpagon,Arpagon
enemyname,Troquantary,Troquantary
enemyname,UDSpecter,Upside-Down Specter
enemyname,Whale,Whale
enemyname,Massu,Massu
enemyname,Gilles de Rais,Gilles de Rais
enemyname,Valzong-burnt,Valzong-burnt
enemyname,PorterSpectre,Porter Specter
enemyname,JuniorSpectre,Junior Specters
enemyname,MuteSpectre,Mute Specter
enemyname,BlindSpectre,Blind Specter
enemyname,CrownOfTheDead,Crown of the Dead
enemyname,VonGacy,Von Gacy
enemyname,Calvary-burnt,Calvary-burnt
enemyname,Critic-burnt,Critic-burnt
enemyname,Pastel-burnt,Pastel-burnt
enemyname,PastelElsen,Elsen?
enemyname,Bear,Bear
enemyname,Sugar,Sugar
enemyname,Dummie,Dummie
enemyname,AbstractSpectre,Abstract Specter
enemyname,InfernalSpectre,Infernal Specter
enemyname,ObeseSpectre,Obese Specter
enemyname,Ballman,Ballman
enemyname,Source,Source
enemyname,Maldicion,Maldicion
enemyname,Psalmanazar,Psalmanazar
enemyname,Herodotus,Herodotus
enemyname,Gnosticus,Gnosticus
enemyname,Justus,Justus
enemyname,Carnival,Carnival
enemyname,Cob,Cob
scaneye,JudgeTutorial,A cryptic feline of odd appearance.
scaneye,JudgeBoss,Feline avenger.
scaneye,Hugo,A little boy.
scaneye,Queen,The Queen.
scaneye,QueenAddons,Royal Add-Ons.
scaneye,QueenDelta,Royal Add-On.
scaneye,QueenSigma,Royal Add-On.
scaneye,QueenIpsilon,Royal Add-On.
scaneye,BatterBoss,Demented purificatory incarnation.
scaneye,BatterAddons,Add-Ons of the Batter.
scaneye,BatterBossAlpha,Add-On of the Batter.
scaneye,BatterBossOmega,Add-On of the Batter.
scaneye,BatterBossEpsilon,Add-On of the Batter.
scaneye,Dedan,Royal Guardian of Zone 1.
scaneye,DedanAhah,Ah ah !
scaneye,JasphetValerie,Royal Guardian of Zone 2.
scaneye,JasphetValerie2,Royal Guardian of Zone 2.
scaneye,JasphetValerie3,Royal Guardian of Zone 2.
scaneye,Jasphet,Royal Guardian of Zone 2.
scaneye,Enoch,Royal Guardian of Zone 3.
scaneye,Secretary,Diabolical humanoid spirit.
scaneye,Secretary2,Demoniacal humanoid spirit.
scaneye,Magnolia,"A severed head, floating in the air."
scaneye,CommonSpectre,Mysterious ectoplasmic incarnation.
scaneye,January,Ghoul with dusty breath.
scaneye,Ahah,Ah ah !
scaneye,FatSpecter,Baneful ectoplasmic incarnation.
scaneye,OneEyedSpectre,Cunning ectoplasmic incarnation.
scaneye,Burnt,Employee of Zone 1 in poor health.
scaneye,Tiburce,Flying ghoul with bad intentions.
scaneye,Arpagon,Four-legged ghoul with heavy breath.
scaneye,Troquantary,Aquatic ghoul with a radiant smile.
scaneye,UDSpecter,Inverted ectoplasmic incarnation.
scaneye,Whale,Marine mammal of the order Cetacea.
scaneye,Massu,Ghoul with a furious chakra.
scaneye,Gilles de Rais,"Quite a mundane ghoul, really."
scaneye,Valzong-burnt,Resident of Bismark with inappropriate manners.
scaneye,PorterSpectre,Saturated ectoplasmic incarnation.
scaneye,JuniorSpectre,Minor ectoplasmic incarnations.
scaneye,MuteSpectre,Deceptive ectoplasmic incarnation.
scaneye,BlindSpectre,Aggressive ectoplasmic incarnation.
scaneye,CrownOfTheDead,Diabolical and airborne royal headwear.
scaneye,VonGacy,Ghoul with an unbridled haircut.
scaneye,Calvary-burnt,Sugar-deprived employee of Vesper.
scaneye,Critic-burnt,Sugar-deprived employee of Vesper.
scaneye,Pastel-burnt,Malicious employee of Area 4.
scaneye,PastelElsen,Malicious employee of Area 4.
scaneye,Bear,Carnivorous mammal with thick fur.
scaneye,Sugar,???
scaneye,Dummie,"Delicious, sugary candy."
scaneye,AbstractSpectre,Imprecise ectoplasmic incarnation.
scaneye,InfernalSpectre,Horned ectoplasmic incarnation.
scaneye,ObeseSpectre,Overweight ectoplasmic incarnation.
scaneye,Ballman,Baseball-playing supervillain.
scaneye,Source,Fundamental seraphic incarnation.
scaneye,Maldicion,Anomalous seraphic incarnation
scaneye,Psalmanazar,Mendacious seraphic incarnation
scaneye,Herodotus,Deceptive seraphic incarnation
scaneye,Gnosticus,Factitious synthetic spirit
scaneye,Justus,Reflexive seraphic incarnation
scaneye,Carnival,Accepting seraphic incarnation
scaneye,Cob,Sovereign seraphic incarnation
text,Skill:Name:WideAngle,Wide Angle
text,Skill:Description:WideAngle,Analyzes the enemies' characteristics
text,Battle:Attack:Revived,%actor was revived at %amt HP.
text,Battle:Status:Poison:BeforeTurnText,%actor is poisoned!
text,Battle:CanUseMove,%actor can now use %move!
text,Keys:Flee,Flee
text,Battle:Fled,The party fled...
text,CurrencySymbol,cr.
text,GamePaused,Game Paused
text,Skill:Description:BoxxPunch,Boxxer attacks an enemy.
text,Skill:Description:BoxxKick,Boxxer attacks an enemy.
text,Skill:Description:BoxxPower,Boxxer refills his HP.
text,Skill:Description:BoxxBomb,Boxxer attacks multiple enemies.
text,"Image:sunday1
Image:18mars","MARCH
The Month of the winds
Week 11 · 2007 · 288 days 
18
Fourth Sunday of Lent
SUNDAY
ST. CYRILLE of Jerusalem †386
(Cirino, Ciro, Cyril - Cyrielle)
St. Alexander of Jerusalem †251
St. Salvator of Orta"
text,"Image:sunday2
Image:3juin","June
The month of [roses]
3
The Holy Trinity
SUNDAY
St. KEVIN †618
St. Charles Lwanga and
his Companions, †Uganda, 1886"
text,"Image:sunday3
Image:11fevrier","February
The Month of crocuses
Week 6 · 2007 · 323 days
11
Sixth Sunday of the year
Our Lady of Lourdes (1858)
SUNDAY
ST. JONAS
St. Désiré of Vienna †607
Héloise of Coulomb"
text,Complete_Zone0_Name,Did the hardest part.
text,Complete_Zone0_Description,Exit Zone 0.
text,Complete_Zone1_Name,You dared to kill me??
text,Complete_Zone1_Description,Defeat Dedan.
text,Complete_Zone2_Name,Forgive me for my crimes.
text,Complete_Zone2_Description,Defeat Japhet.
text,Complete_Zone3_Name,"What do you think you are doing?
"
text,Complete_Zone3_Description,Defeat Enoch.
text,Defeat_TheQueen_Name,You're wrong.
text,Defeat_TheQueen_Description,Defeat the Queen.
text,Ending_TheBatter_Name,It's done.
text,Ending_TheBatter_Description,Pull the switch.
text,Ending_TheJudge_Name,A morning without light.
text,Ending_TheJudge_Description,Defeat the Batter.
text,Zacharie_Name,We are not really friends.
text,Zacharie_Description,Take a picture with Zacharie on the roller coaster.
text,Defeat_Sugar_Name,"That's mean :-(
"
text,Defeat_Sugar_Description,Defeat Sugar.
text,Monkeys_Name,"Our plan was perfect.
"
text,Monkeys_Description,"See the ""real ending""."
text,Defeat_Source_Name,What are you doing?
text,Defeat_Source_Description,Defeat Source.
text,Defeat_Maldiction_Name,Violently happy.
text,Defeat_Maldiction_Description,Defeat Maldicion.
text,Defeat_PsalmanazarHerodotus_Name,You lost.
text,Defeat_PsalmanazarHerodotus_Description,Defeat Psalmanazar and Herodotus.
text,Defeat_Justus_Name,I won.
text,Defeat_Justus_Description,Defeat Justus.
text,Defeat_Carnival_Name,I loved you very much.
text,Defeat_Carnival_Description,Defeat Carnival.
text,Defeat_Cob_Name,Everything you do is useless.
text,Defeat_Cob_Description,Defeat Cob.
text,100%_Name,You deserve a reward.
text,100%_Description,Collect all other achievements.
text,Battle:Status:Defamation:BattleTextFakeCured,%actor beat the accusations!
text,Battle:Status:Regun:UnitText,Regen!
text,Battle:Status:Regen:UnitTextCured,Regen over!
text,Battle:Status:Regen:BattleText,%actor begins to Regenerate!
text,Battle:Status:Regen:BattleTextCured,%actor stops Regenerating.
text,Battle:Status:Regen:Name,REGEN
text,Image:Ballman:Bang,Bang !
text,Image:Ballman:Zap,Zap !
text,Image:Boxxer:Pok,pok !
text,Image:Boxxer:Paf,paf !
text,Image:Boxxer:Wham,wham !
text,Image:Boxxer:Yipee,yipee !
text,Image:Monorail:Victory,victory!
text,Image:Monorail:Help,HELP
text,Image:Monorail:Map:stock,stock
text,Image:Monorail:Map:cafet,cafet
text,Image:Monorail:Map:four,furn
text,Image:Monorail:Map:vesper,vesper
text,Image:Monorail:Map:m,m
text,Image:Queen:1,He loves you not.
text,Image:Queen:2,Have you filled your life with beauty?
text,Image:Queen:3,No dessert for you.
text,Image:Queen:4,You've been wrong since the beginning.
text,Image:Queen:5,You don't even know his first name.
text,Image:Queen:6,I am gravely disappointed.
text,Image:Queen:7,There is nothing but the void after me.
text,Image:Queen:8,You are mistaken.
text,Image:Queen:9,Have you fill your life
text,PAXDemo:1,"Hmm, wait, no... this stage of the experience
isn’t the one that best captures the joyful
and carefree atmosphere typical of the
“OFF” world-product."
text,PAXDemo:2,"Please enjoy this other sequence from our
video game, better suited to convey the
amusing violence characteristic of the title
we’re presenting to you today."
text,PAXDemo:3,Leave the park?
text,PAXDemo:4,"Yes,No"
text,PAXDemo:5,"Hello again, dear gaming friend. I hope you
are having a splendid time with “OFF,”
our art and entertainment PRODUCT."
text,PAXDemo:6,"I must allow myself to humbly
interrupt you here, to lead you
to a game section more suited
to your prodigious personality type—"
text,PAXDemo:7,"a breathtaking gameplay sequence,
specially selected for you
by a team of experts."
text,PAXDemo:8,"We would like to assure you now that you
are not currently being monitored by any
employee of our company.
If that were the case, of course,"
text,PAXDemo:9,"please know that they would remain
completely invisible to your senses, so as not
to disturb in any way your precious 
and special moment with the game."
text,PAXDemo:10,"Have a good game!

Make a high score, champion!"
text,PAXDemo:11,"My sincere apologies for interrupting
you again, but it seems to me that
the rest of this sequence would probably
not interest a refined intellect such as yours."
text,PAXDemo:12,"It is in essence a series of brutal
confrontations in alienating environments,
inflicted on the player without interruption
for a certain number of hours."
text,PAXDemo:13,"Please do not consider this to be
representative of our EXCELLENT PRODUCT.
How about a very long ladder to climb,
and then a mini-game?"
text,PAXDemo:14,Everyone loves mini-games.
text,PAXDemo:15,"You should not have experienced that
final game sequence.
Please be so kind as to forgive us and then
erase your mental memory of that episode!"
text,PAXDemo:16,"Please remember only the funniest moments
of this brief demonstration of the video game
“OFF.”"
text,PAXDemo:17,"Thank you for playing our PRODUCT.
We hope you enjoyed it, and that the ghosts
did not frighten you too much. "
text,PAXDemo:18,"If you could develop a manic and irresolvable
obsession with our game,
we would be infinitely grateful."
text,PAXDemo:19,"A huge thank you,
and have a great day."
text,Marketing:PC:RequiredOS,Windows 10
text,Marketing:PC:RequiredCPU,Intel or AMD w/ SSE2 support
text,Marketing:PC:RequiredGraphics,DX10 Capable
text,Marketing:PC:OptionalOS,Windows 10 or newer
text,Marketing:PC:OptionalCPU,Intel Core i5-6500 or better
text,Marketing:PC:OptionalGraphics,NVIDIA GeForce GTX 960 or better
text,Marketing:ShortDescription:Steam,"“I’m the Batter. I’ve been entrusted with a sacred mission.” -- One of the most influential RPGs of the last 20 years is finally coming to Steam. Take control of the Batter as he seeks to purify an uncanny and hopeless world haunted by specters, guided by a cryptic, grinning cat called The Judge."
text,Marketing:ShortDescription:Switch,"“I’m the Batter. I’ve been entrusted with a sacred mission.” -- One of the most influential RPGs of the last 20 years is finally coming to Nintendo Switch. Take control of the Batter as he seeks to purify an uncanny and hopeless world haunted by specters, guided by a cryptic, grinning cat called The Judge."
text,Marketing:ShortDescription:AllPlatforms,"“I’m the Batter. I’ve been entrusted with a sacred mission.” -- One of the most influential RPGs of the last 20 years is finally coming to Steam and Nintendo Switch. Take control of the Batter as he seeks to purify an uncanny and hopeless world haunted by specters, guided by a cryptic, grinning cat called The Judge."
text,Marketing:MarkiplierQuote,"I’m blown away by it, I never thought that like a game like this would affect me that way. Holy crap that was awesome!"
text,Marketing:MarkiplierLink,https://youtu.be/2DV_Ffj9tkc?list=PL3tRBEVW0hiAVQGLAgScnmVJTHvlpc7gy&amp;t=3193
text,Marketing:MarkiplierName,Markiplier
text,Marketing:PCGamerQuote,"OFF by Mortis Ghost is a strange and engaging trip. [...] a memorable and haunting RPG,"
text,Marketing:PCGamerLink,https://www.pcgamer.com/a-beginners-guide-to-jrpgs-on-pc/
text,Marketing:PCGamerName,PC Gamer
text,Marketing:RPSQuote,... everybody at all interested in the wonderfully weird world of bizarre and creepy SNES-style RPGs should have played it already.
text,Marketing:RPSLink,https://www.rockpapershotgun.com/a-bat-a-cat-a-world-of-weird-off
text,Marketing:RPSName,Rock Paper Shotgun
text,Marketing:LongDescription1,Allow me to confess that I find you quite tangible for a phantasmagorical being.'
text,Marketing:LongDescription2,"I must say, this is really quite strange. You are the first living being I have ever met in this place. Nevertheless, I will introduce myself. I am the Judge."
text,Marketing:LongDescription3,Uncover the secrets of an uncanny world of commanding a being known as The Batter.
text,Marketing:LongDescription4,Crush the specters with the help of an all-new battlesystem.
text,Marketing:LongDescription5,Purify the Queen's Zones so her citizens can get back to work.
text,Marketing:LongDescription6,The Batter has a sacred mission to fulfill.
text,Marketing:LongDescription7,"He seeks to purify the world. You, then, the controller, the soul that he harbors, must aid him in this laudable task. Alongside my sportive companion you will find it necessary to solve puzzles, rain blows upon certain hostile individuals of our wild zones, and oversee the headways and logistics of a network of swan boats and interurban locomotives."
